,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
819,A show about the Clintons sounds like most documentaries.,A show about the Clintons sound like most documentaries.,A show about the Clintons,sounds like,sound like,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,819,lovely
820,A sketch of waitresses has resembled most sketches.,A sketch of waitresses have resembled most sketches.,A sketch of waitresses,has,have,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,820,favour
821,The pamphlets about travel weren't embarrassing a bank.,The pamphlets about travel wasn't embarrassing a bank.,The pamphlets about travel,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,821,alley
822,The nieces of George don't continue to stand up.,The nieces of George doesn't continue to stand up.,The nieces of George,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,822,feet
823,The sketches of Jesus don't worry Tara.,The sketches of Jesus doesn't worry Tara.,The sketches of Jesus,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,823,favour
824,The pictures of every waiter don't hurt this adult.,The pictures of every waiter doesn't hurt this adult.,The pictures of every waiter,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,824,sunshine
825,The commentaries about Winston Churchill have shocked Kimberley.,The commentaries about Winston Churchill has shocked Kimberley.,The commentaries about Winston Churchill,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,825,‒
826,The prints of the skateboard exist.,The prints of the skateboard exists.,The prints of the skateboard,exist,exists,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,826,lovely
827,The prints of this drawing look like Stacy.,The prints of this drawing looks like Stacy.,The prints of this drawing,look like,looks like,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,827,ζ
828,The sisters of Amy aren't disappearing.,The sisters of Amy wasn't disappearing.,The sisters of Amy,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,828,bennett
829,A granddaughter of most guys hasn't muttered.,A granddaughter of most guys haven't muttered.,A granddaughter of most guys,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,829,traditionally
830,The grandfathers of Guy were selling all dresses.,The grandfathers of Guy was selling all dresses.,The grandfathers of Guy,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,830,[unknown]
831,A photograph of some restaurants alarms Alan.,A photograph of some restaurants alarm Alan.,A photograph of some restaurants,alarms,alarm,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,831,yourself
832,The nephew of most doctors does refuse to care for Jodi.,The nephew of most doctors do refuse to care for Jodi.,The nephew of most doctors,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,832,t
833,The grandfathers of every driver have failed to see.,The grandfathers of every driver has failed to see.,The grandfathers of every driver,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,833,thereafter
834,The fathers of Kathleen have practiced.,The fathers of Kathleen has practiced.,The fathers of Kathleen,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,834,priest
835,The sisters of Cheryl were ascertaining the woman to see.,The sisters of Cheryl was ascertaining the woman to see.,The sisters of Cheryl,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,835,protective
836,The fathers of Grace have yelled.,The fathers of Grace has yelled.,The fathers of Grace,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,836,yourself
837,The brother of most teenagers vanishes.,The brother of most teenagers vanish.,The brother of most teenagers,vanishes,vanish,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,837,sample
838,A granddaughter of most teenagers boycotts all legislatures.,A granddaughter of most teenagers boycott all legislatures.,A granddaughter of most teenagers,boycotts,boycott,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,838,founder
839,A brother of a lot of guests remembers who is falling.,A brother of a lot of guests remember who is falling.,A brother of a lot of guests,remembers,remember,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,839,festivals
840,A pamphlet about the Balkans shocks John.,A pamphlet about the Balkans shock John.,A pamphlet about the Balkans,shocks,shock,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,840,yourself
841,A book about current events hasn't embarrassed Spain.,A book about current events haven't embarrassed Spain.,A book about current events,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,841,favour
842,A father of a lot of children has prevented all dishes from disappearing.,A father of a lot of children have prevented all dishes from disappearing.,A father of a lot of children,has,have,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,842,estimated
843,The show about the Lutherans doesn't sound like Mitchell.,The show about the Lutherans don't sound like Mitchell.,The show about the Lutherans,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,843,curtis
844,The pamphlets about Galileo are impressing legislatures.,The pamphlets about Galileo was impressing legislatures.,The pamphlets about Galileo,are,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,844,yourself
845,A commentary about the Impressionists stuns this guy.,A commentary about the Impressionists stun this guy.,A commentary about the Impressionists,stuns,stun,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,845,protective
846,The drawings of some sketch upset that school.,The drawings of some sketch upsets that school.,The drawings of some sketch,upset,upsets,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,846,chapter
847,The prints of a sketch were looking like all customers.,The prints of a sketch is looking like all customers.,The prints of a sketch,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,847,organic
848,The pictures of Lori were disturbing Richard.,The pictures of Lori is disturbing Richard.,The pictures of Lori,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,848,favour
849,The pictures of some car astound James.,The pictures of some car astounds James.,The pictures of some car,astound,astounds,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,849,the
850,A print of all high schools hasn't distracted Kevin.,A print of all high schools haven't distracted Kevin.,A print of all high schools,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,850,bridge
851,The reports about Monet aren't falling.,The reports about Monet wasn't falling.,The reports about Monet,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,851,favour
852,The brother of all women hasn't walked through that hill.,The brother of all women haven't walked through that hill.,The brother of all women,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,852,ड
853,A story about the Balkans wasn't embarrassing Ella.,A story about the Balkans aren't embarrassing Ella.,A story about the Balkans,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,853,chapter
854,The niece of some children does exit those glaciers.,The niece of some children do exit those glaciers.,The niece of some children,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,854,rate
855,The cousins of Ellen haven't visited Heidi.,The cousins of Ellen hasn't visited Heidi.,The cousins of Ellen,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,855,orbit
856,A print of many eyes does vanish.,A print of many eyes do vanish.,A print of many eyes,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,856,yourself
857,The plays about literature aren't confusing a cashier.,The plays about literature wasn't confusing a cashier.,The plays about literature,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,857,display
858,The nieces of Florence were laughing.,The nieces of Florence was laughing.,The nieces of Florence,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,858,yourself
859,The books about Spain haven't aggravated Tiffany.,The books about Spain hasn't aggravated Tiffany.,The books about Spain,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,859,chapter
860,The print of all photographs exists.,The print of all photographs exist.,The print of all photographs,exists,exist,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,860,2016
861,The pamphlets about Winston Churchill don't fall.,The pamphlets about Winston Churchill doesn't fall.,The pamphlets about Winston Churchill,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,861,[unknown]
862,The pictures of some hat were scaring Marcus.,The pictures of some hat is scaring Marcus.,The pictures of some hat,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,862,the
863,The drawing of many men hasn't upset Ella.,The drawing of many men haven't upset Ella.,The drawing of many men,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,863,lands
864,The fathers of Leslie have learned.,The fathers of Leslie has learned.,The fathers of Leslie,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,864,favour
865,The paintings of Judy aren't hurting Dawn.,The paintings of Judy wasn't hurting Dawn.,The paintings of Judy,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,865,favour
866,The book about the Clintons hasn't sounded like the museums.,The book about the Clintons haven't sounded like the museums.,The book about the Clintons,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,866,doors
867,A drawing of the movie theaters hasn't worried Heather.,A drawing of the movie theaters haven't worried Heather.,A drawing of the movie theaters,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,867,chapter
868,A father of a lot of ladies heals Meredith.,A father of a lot of ladies heal Meredith.,A father of a lot of ladies,heals,heal,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,868,alabama
869,The show about the Borgias wasn't astounding Julia.,The show about the Borgias weren't astounding Julia.,The show about the Borgias,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,869,oil
870,The documentary about the Balkans hasn't confused April.,The documentary about the Balkans haven't confused April.,The documentary about the Balkans,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,870,favour
871,The newspaper articles about science are irritating Sandra.,The newspaper articles about science was irritating Sandra.,The newspaper articles about science,are,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,871,priest
872,The grandmothers of Karla weren't compelling Beth to praise every essay.,The grandmothers of Karla isn't compelling Beth to praise every essay.,The grandmothers of Karla,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,872,theoretical
873,The shows about Winston Churchill aren't alarming Bethany.,The shows about Winston Churchill isn't alarming Bethany.,The shows about Winston Churchill,aren't,isn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,873,favour
874,The grandmothers of Janice have trained.,The grandmothers of Janice has trained.,The grandmothers of Janice,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,874,priest
875,A print of many wheelbarrows wasn't upsetting Homer.,A print of many wheelbarrows aren't upsetting Homer.,A print of many wheelbarrows,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,875,hallway
876,The play about current events does impress Sheila.,The play about current events do impress Sheila.,The play about current events,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,876,yourself
877,A nephew of these senators hasn't scared Sally.,A nephew of these senators haven't scared Sally.,A nephew of these senators,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,877,favour
878,The plays about travel don't shock Kirsten.,The plays about travel doesn't shock Kirsten.,The plays about travel,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,878,favour
879,A picture of all photographs doesn't look like those lights.,A picture of all photographs don't look like those lights.,A picture of all photographs,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,879,chapter
880,The stories about travel astound Steve.,The stories about travel astounds Steve.,The stories about travel,astound,astounds,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,880,favour
881,The movie about the Borgias wasn't embarrassing Eva.,The movie about the Borgias weren't embarrassing Eva.,The movie about the Borgias,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,881,chapter
882,The granddaughter of all senators leaves Eric.,The granddaughter of all senators leave Eric.,The granddaughter of all senators,leaves,leave,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,882,priest
883,The niece of the Clintons isn't talking about all libraries.,The niece of the Clintons weren't talking about all libraries.,The niece of the Clintons,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,883,comedy
884,The brother of adults hasn't climbed down these slopes.,The brother of adults haven't climbed down these slopes.,The brother of adults,hasn't,haven't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,884,chapter
885,A sister of many guys wasn't getting fired.,A sister of many guys weren't getting fired.,A sister of many guys,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,885,priest
886,The cousin of the women doesn't commission Lawrence's student to confuse guys.,The cousin of the women don't commission Lawrence's student to confuse guys.,The cousin of the women,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,886,[unknown]
887,The fathers of Matt fall asleep.,The fathers of Matt falls asleep.,The fathers of Matt,fall asleep,falls asleep,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,887,priest
888,The mothers of Eva were revealing some cat.,The mothers of Eva is revealing some cat.,The mothers of Eva,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,888,yourself
889,A photograph of the grocery stores does appear.,A photograph of the grocery stores do appear.,A photograph of the grocery stores,does,do,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,889,priest
890,The paintings of Matt do impress Pamela.,The paintings of Matt does impress Pamela.,The paintings of Matt,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,890,favour
891,The print of those gloves does resemble some sketch.,The print of those gloves do resemble some sketch.,The print of those gloves,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,891,minnesota
892,The movies about literature do worry libraries.,The movies about literature does worry libraries.,The movies about literature,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,892,yourself
893,The prints of Galileo aren't distracting many patients.,The prints of Galileo isn't distracting many patients.,The prints of Galileo,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,893,[unknown]
894,The pamphlets about art were scaring the Lutherans.,The pamphlets about art was scaring the Lutherans.,The pamphlets about art,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,894,estimated
895,The sketches of some bird have upset Beverly.,The sketches of some bird has upset Beverly.,The sketches of some bird,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,895,priest
896,The pamphlets about literature haven't bothered Candice.,The pamphlets about literature hasn't bothered Candice.,The pamphlets about literature,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,896,priest
897,The fathers of Rhonda aren't spurring Lawrence's plumbers to complain about Lawrence.,The fathers of Rhonda wasn't spurring Lawrence's plumbers to complain about Lawrence.,The fathers of Rhonda,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,897,wore
898,The mothers of a customer have continued to hide this box.,The mothers of a customer has continued to hide this box.,The mothers of a customer,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,898,priest
899,The sketch of these pictures alarms April.,The sketch of these pictures alarm April.,The sketch of these pictures,alarms,alarm,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,899,priest
900,The shows about art alarm Chad.,The shows about art alarms Chad.,The shows about art,alarm,alarms,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,900,priest
901,The painting of eyes isn't falling.,The painting of eyes weren't falling.,The painting of eyes,isn't,weren't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,901,[unknown]
902,The niece of some men is advising Barbara to climb up hills.,The niece of some men were advising Barbara to climb up hills.,The niece of some men,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,902,t
903,The pictures of Carrie resemble some sketch.,The pictures of Carrie resembles some sketch.,The pictures of Carrie,resemble,resembles,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,903,yourself
904,The sister of a lot of drivers responds.,The sister of a lot of drivers respond.,The sister of a lot of drivers,responds,respond,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,904,martin
905,A pamphlet about the Lutherans vanishes.,A pamphlet about the Lutherans vanish.,A pamphlet about the Lutherans,vanishes,vanish,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,905,favour
906,The granddaughter of the cashiers longs to insult Kirsten.,The granddaughter of the cashiers long to insult Kirsten.,The granddaughter of the cashiers,longs,long,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,906,nor
907,The report about the Clintons doesn't impress some lady.,The report about the Clintons don't impress some lady.,The report about the Clintons,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,907,makeup
908,A daughter of all teenagers doesn't hurt a child.,A daughter of all teenagers don't hurt a child.,A daughter of all teenagers,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,908,heavyweight
909,The shows about Spain bore this senator.,The shows about Spain bores this senator.,The shows about Spain,bore,bores,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,909,yourself
910,The paintings of Jill do scare most organizations.,The paintings of Jill does scare most organizations.,The paintings of Jill,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,910,yourself
911,The nephews of John haven't taken all hamsters.,The nephews of John hasn't taken all hamsters.,The nephews of John,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,911,chapter
912,A friend of these teenagers is training.,A friend of these teenagers are training.,A friend of these teenagers,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,912,priest
913,A friend of the customers has pressed Stephen to fire James.,A friend of the customers have pressed Stephen to fire James.,A friend of the customers,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,913,approached
914,The fathers of Joseph do prod some nephews of Bruce to argue.,The fathers of Joseph does prod some nephews of Bruce to argue.,The fathers of Joseph,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,914,oy
915,The movie about the Balkans does aggravate these libraries.,The movie about the Balkans do aggravate these libraries.,The movie about the Balkans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,915,yourself
916,The niece of many ladies attempts to change.,The niece of many ladies attempt to change.,The niece of many ladies,attempts,attempt,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,916,priest
917,The brochures about Harvard University were irritating Tracy.,The brochures about Harvard University is irritating Tracy.,The brochures about Harvard University,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,917,priest
918,A movie about the Clintons isn't worrying Martin.,A movie about the Clintons weren't worrying Martin.,A movie about the Clintons,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,918,priest
919,The nephews of Tonya do pressure Rachel's sisters to insult a grocery store.,The nephews of Tonya does pressure Rachel's sisters to insult a grocery store.,The nephews of Tonya,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,919,ß
920,The photograph of most movie theaters hasn't appeared.,The photograph of most movie theaters haven't appeared.,The photograph of most movie theaters,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,920,makeup
921,A picture of many drivers does alarm Samantha.,A picture of many drivers do alarm Samantha.,A picture of many drivers,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,921,chapter
922,The newspaper articles about Galileo have bothered Craig.,The newspaper articles about Galileo has bothered Craig.,The newspaper articles about Galileo,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,922,posted
923,The pamphlet about the Clintons appears.,The pamphlet about the Clintons appear.,The pamphlet about the Clintons,appears,appear,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,923,favour
924,The nephews of Cynthia don't shout.,The nephews of Cynthia doesn't shout.,The nephews of Cynthia,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,924,58
925,The photographs of a painting have looked like many couches.,The photographs of a painting has looked like many couches.,The photographs of a painting,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,925,∈
926,The shows about literature haven't aggravated Kristin.,The shows about literature hasn't aggravated Kristin.,The shows about literature,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,926,alabama
927,The pictures of that jacket haven't disgusted Laurie.,The pictures of that jacket hasn't disgusted Laurie.,The pictures of that jacket,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,927,chapter
928,The fathers of Samuel have found a guy to get a job.,The fathers of Samuel has found a guy to get a job.,The fathers of Samuel,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,928,nor
929,The play about the Impressionists has alarmed Andrew.,The play about the Impressionists have alarmed Andrew.,The play about the Impressionists,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,929,favour
930,The photographs of Becca aren't astounding Sherry.,The photographs of Becca wasn't astounding Sherry.,The photographs of Becca,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,930,favour
931,A movie about the Borgias hasn't hurt Adam.,A movie about the Borgias haven't hurt Adam.,A movie about the Borgias,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,931,favour
932,The photograph of some movie theaters isn't alarming a lot of museums.,The photograph of some movie theaters weren't alarming a lot of museums.,The photograph of some movie theaters,isn't,weren't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,932,maintaining
933,The drawing of newspaper articles was bothering Stephanie.,The drawing of newspaper articles were bothering Stephanie.,The drawing of newspaper articles,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,933,priest
934,A son of all actresses hasn't muttered.,A son of all actresses haven't muttered.,A son of all actresses,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,934,yourself
935,The paintings of Eva do impress Kristen.,The paintings of Eva does impress Kristen.,The paintings of Eva,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,935,yourself
936,A newspaper article about the Borgias vanishes.,A newspaper article about the Borgias vanish.,A newspaper article about the Borgias,vanishes,vanish,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,936,drop
937,The prints of Candice weren't wasting away.,The prints of Candice isn't wasting away.,The prints of Candice,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,937,regulations
938,The brothers of Candice have forgotten about what slow.,The brothers of Candice has forgotten about what slow.,The brothers of Candice,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,938,t
939,A cousin of most dancers does shout.,A cousin of most dancers do shout.,A cousin of most dancers,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,939,yourself
940,The story about the Balkans aggravates the organization.,The story about the Balkans aggravate the organization.,The story about the Balkans,aggravates,aggravate,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,940,en
941,The nephews of Edward aren't running around a grocery store.,The nephews of Edward wasn't running around a grocery store.,The nephews of Edward,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,941,nor
942,The niece of a lot of actresses is appreciating Clyde.,The niece of a lot of actresses were appreciating Clyde.,The niece of a lot of actresses,is,were,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,942,infrastructure
943,The essay about the Balkans does alarm Charles.,The essay about the Balkans do alarm Charles.,The essay about the Balkans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,943,yourself
944,The fathers of Patricia haven't anticipated Irene to flee from Becca.,The fathers of Patricia hasn't anticipated Irene to flee from Becca.,The fathers of Patricia,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,944,lands
945,The report about the Impressionists has sounded like Catherine.,The report about the Impressionists have sounded like Catherine.,The report about the Impressionists,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,945,festivals
946,The reports about Monet aren't appearing.,The reports about Monet isn't appearing.,The reports about Monet,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,946,favour
947,A pamphlet about the Clintons doesn't exist.,A pamphlet about the Clintons don't exist.,A pamphlet about the Clintons,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,947,chapter
948,A brother of many adults doesn't fail to bake.,A brother of many adults don't fail to bake.,A brother of many adults,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,948,nor
949,A play about the Lutherans isn't hurting girls.,A play about the Lutherans weren't hurting girls.,A play about the Lutherans,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,949,restored
950,The pamphlets about art aren't bothering Steve.,The pamphlets about art isn't bothering Steve.,The pamphlets about art,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,950,yourself
951,The brochures about Jesus weren't alarming Victoria.,The brochures about Jesus wasn't alarming Victoria.,The brochures about Jesus,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,951,chapter
952,The paintings of Joseph don't hurt Rachel.,The paintings of Joseph doesn't hurt Rachel.,The paintings of Joseph,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,952,yourself
953,A father of those waiters has appeared to help Ronald.,A father of those waiters have appeared to help Ronald.,A father of those waiters,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,953,e
954,The brochure about the Clintons aggravates every museum.,The brochure about the Clintons aggravate every museum.,The brochure about the Clintons,aggravates,aggravate,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,954,anyone
955,The paintings of April don't fall.,The paintings of April doesn't fall.,The paintings of April,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,955,priest
956,A show about the Clintons bothers Sonia.,A show about the Clintons bother Sonia.,A show about the Clintons,bothers,bother,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,956,priest
957,A grandfather of some waitresses has stunned Rose.,A grandfather of some waitresses have stunned Rose.,A grandfather of some waitresses,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,957,priest
